zone,year,month,hour,unit,value
Thailand,2023,1,351,MW,18784.94
Thailand,2023,1,352,MW,19405.91666666666
Thailand,2023,1,353,MW,19887.14333333333
Thailand,2023,1,354,MW,20466.71166666667
Thailand,2023,1,355,MW,22909.35
Thailand,2023,1,356,MW,23178.83166666667
Thailand,2023,1,357,MW,22541.39166666666
Thailand,2023,1,358,MW,21491.74666666667
Thailand,2023,1,359,MW,20611.585
Thailand,2023,1,360,MW,19386.07
Thailand,2023,1,361,MW,18240.88666666667
Thailand,2023,1,362,MW,17556.31833333333
Thailand,2023,1,363,MW,16987.16666666667
Thailand,2023,1,364,MW,16648.245
Thailand,2023,1,365,MW,16802.545
Thailand,2023,1,366,MW,17862.995
Thailand,2023,1,367,MW,19235.715
Thailand,2023,1,368,MW,19430.48833333333
Thailand,2023,1,369,MW,21183.615
Thailand,2023,1,370,MW,21408.21833333334
Thailand,2023,1,371,MW,21703.45833333334
Thailand,2023,1,372,MW,21505.27166666667
Thailand,2023,1,373,MW,20246.32833333333
Thailand,2023,1,374,MW,22404.51666666666
Thailand,2023,1,375,MW,23204.40833333334
Thailand,2023,1,376,MW,23764.95333333333
Thailand,2023,1,377,MW,23720.21333333334
Thailand,2023,1,378,MW,22748.64
Thailand,2023,1,379,MW,24841.98333333334
Thailand,2023,1,380,MW,24880.75666666666
Thailand,2023,1,381,MW,23990.6
Thailand,2023,1,382,MW,22806.89
Thailand,2023,1,383,MW,22456.97999999999
Thailand,2023,1,384,MW,21475.19
Thailand,2023,1,385,MW,19986.56666666667
Thailand,2023,1,386,MW,19507.29
Thailand,2023,1,387,MW,18843.07333333333
Thailand,2023,1,388,MW,18337.555
Thailand,2023,1,389,MW,18470.58333333334
Thailand,2023,1,390,MW,19590.665
Thailand,2023,1,391,MW,21053.46666666666
Thailand,2023,1,392,MW,20337.62833333333
Thailand,2023,1,393,MW,21499.34666666666
Thailand,2023,1,394,MW,21704.04000000001
Thailand,2023,1,395,MW,21679.47333333333
Thailand,2023,1,396,MW,21371.605
Thailand,2023,1,397,MW,20087.93166666666
Thailand,2023,1,398,MW,22406.20333333334
Thailand,2023,1,399,MW,23301.41
Thailand,2023,1,400,MW,23787.05166666667
Thailand,2023,1,401,MW,23532.53
Thailand,2023,1,402,MW,22885.21833333333
Thailand,2023,1,403,MW,25193.17
Thailand,2023,1,404,MW,25062.89833333333
Thailand,2023,1,405,MW,24080.47333333333
Thailand,2023,1,406,MW,22983.79333333333
Thailand,2023,1,407,MW,22708.25333333333
Thailand,2023,1,408,MW,21681.55833333333
Thailand,2023,1,409,MW,20192.60333333333
Thailand,2023,1,410,MW,19689.21833333333
Thailand,2023,1,411,MW,19153.84
Thailand,2023,1,412,MW,18781.05
Thailand,2023,1,413,MW,18708.46833333333
Thailand,2023,1,414,MW,19804.225
Thailand,2023,1,415,MW,21243.72166666667
Thailand,2023,1,416,MW,20577.235
Thailand,2023,1,417,MW,21494.07166666667
Thailand,2023,1,418,MW,21309.78666666667
Thailand,2023,1,419,MW,21066.77833333333
Thailand,2023,1,420,MW,20519.79666666667
Thailand,2023,1,421,MW,19176.25166666667
Thailand,2023,1,422,MW,21511.89666666666
Thailand,2023,1,423,MW,22382.22666666667
Thailand,2023,1,424,MW,22946.79833333333
Thailand,2023,1,425,MW,23092.27833333333
Thailand,2023,1,426,MW,22530.54833333333
Thailand,2023,1,427,MW,24817.61333333334
Thailand,2023,1,428,MW,24740.38166666667
Thailand,2023,1,429,MW,23745.35333333334
Thailand,2023,1,430,MW,22567.78833333333
Thailand,2023,1,431,MW,22392.995
Thailand,2023,1,432,MW,21454.05
Thailand,2023,1,433,MW,20119.11666666666
Thailand,2023,1,434,MW,19659.15666666667
Thailand,2023,1,435,MW,19089.37666666666
Thailand,2023,1,436,MW,18786.60666666667
Thailand,2023,1,437,MW,18825.64
Thailand,2023,1,438,MW,19857.72
Thailand,2023,1,439,MW,21314.68166666667
Thailand,2023,1,440,MW,20394.26833333333
Thailand,2023,1,441,MW,21221.41166666667
Thailand,2023,1,442,MW,21005.63666666667
Thailand,2023,1,443,MW,20939.34333333333
Thailand,2023,1,444,MW,20426.89666666667
Thailand,2023,1,445,MW,19038.33166666667
Thailand,2023,1,446,MW,21144.48
Thailand,2023,1,447,MW,21955.08666666666
Thailand,2023,1,448,MW,22375.61833333334
Thailand,2023,1,449,MW,22451.99833333333
Thailand,2023,1,450,MW,22067.16333333333
Thailand,2023,1,451,MW,24400.335
Thailand,2023,1,452,MW,24283.85166666667
Thailand,2023,1,453,MW,23323.82
Thailand,2023,1,454,MW,22196.93833333334
Thailand,2023,1,455,MW,22082.11333333333
Thailand,2023,1,456,MW,21212.03833333334
Thailand,2023,1,457,MW,19804.17333333334
Thailand,2023,1,458,MW,19425.04833333333
Thailand,2023,1,459,MW,18919.43666666667
Thailand,2023,1,460,MW,18418.05166666667
Thailand,2023,1,461,MW,18543.46666666667
Thailand,2023,1,462,MW,19682.63666666667
Thailand,2023,1,463,MW,21039.66666666667
Thailand,2023,1,464,MW,20387.31166666666
Thailand,2023,1,465,MW,20972.75333333333
Thailand,2023,1,466,MW,20607.635
Thailand,2023,1,467,MW,20626.26166666667
Thailand,2023,1,468,MW,20168.37333333333
Thailand,2023,1,469,MW,18925.11666666666
Thailand,2023,1,470,MW,20940.82833333333
Thailand,2023,1,471,MW,21673.02333333333
Thailand,2023,1,472,MW,22143.65833333333
Thailand,2023,1,473,MW,22197.405
Thailand,2023,1,474,MW,21601.68333333334
Thailand,2023,1,475,MW,23721.09666666667
Thailand,2023,1,476,MW,23668.345
Thailand,2023,1,477,MW,22839.32166666667
Thailand,2023,1,478,MW,21741.59833333333
Thailand,2023,1,479,MW,21778.70166666666
Thailand,2023,1,480,MW,20980.51666666667
Thailand,2023,1,481,MW,19664.63833333333
Thailand,2023,1,482,MW,19153.055
Thailand,2023,1,483,MW,18569.4
Thailand,2023,1,484,MW,18237.685
Thailand,2023,1,485,MW,18356.36833333333
Thailand,2023,1,486,MW,19100.825
Thailand,2023,1,487,MW,19829.34333333334
Thailand,2023,1,488,MW,19034.19166666667
Thailand,2023,1,489,MW,19583.39833333333
Thailand,2023,1,490,MW,19833.98166666666
Thailand,2023,1,491,MW,19592.41
Thailand,2023,1,492,MW,19176.75
Thailand,2023,1,493,MW,18076.04666666667
Thailand,2023,1,494,MW,19522.82333333333
Thailand,2023,1,495,MW,20310.795
Thailand,2023,1,496,MW,20801.78833333333
Thailand,2023,1,497,MW,21063.055
Thailand,2023,1,498,MW,20996.79833333334
Thailand,2023,1,499,MW,23331.46833333333
Thailand,2023,1,500,MW,23477.27
Thailand,2023,1,501,MW,22679.415
Thailand,2023,1,502,MW,21652.03166666666
Thailand,2023,1,503,MW,20610.89166666667
Thailand,2023,1,504,MW,19547.02
Thailand,2023,1,505,MW,18262.89833333333
Thailand,2023,1,506,MW,17629.92833333333
Thailand,2023,1,507,MW,17043.09333333333
Thailand,2023,1,508,MW,16561.005
Thailand,2023,1,509,MW,16406.08
Thailand,2023,1,510,MW,16721.97333333333
Thailand,2023,1,511,MW,17195.795
Thailand,2023,1,512,MW,16370.49166666667
Thailand,2023,1,513,MW,15932.02333333333
Thailand,2023,1,514,MW,15860.49166666667
Thailand,2023,1,515,MW,15810.38333333333
Thailand,2023,1,516,MW,15693.40166666667
Thailand,2023,1,517,MW,15407.73833333333
Thailand,2023,1,518,MW,16213.58833333333
Thailand,2023,1,519,MW,16990.78833333333
Thailand,2023,1,520,MW,17776.56833333333
Thailand,2023,1,521,MW,18635.35333333333
Thailand,2023,1,522,MW,19264.56666666667
Thailand,2023,1,523,MW,21628.605
Thailand,2023,1,524,MW,22025.80833333333
Thailand,2023,1,525,MW,21493.015
Thailand,2023,1,526,MW,20548.65666666666
Thailand,2023,1,527,MW,19357.3
Thailand,2023,1,528,MW,18140.02166666666
Thailand,2023,1,529,MW,17109.43
Thailand,2023,1,530,MW,16589.78833333333
Thailand,2023,1,531,MW,15957.78333333333
Thailand,2023,1,532,MW,15652.865
Thailand,2023,1,533,MW,15850.75666666667
Thailand,2023,1,534,MW,17183.95333333333
Thailand,2023,1,535,MW,18959.01166666667
Thailand,2023,1,536,MW,18675.10166666667
Thailand,2023,1,537,MW,19953.85166666666
Thailand,2023,1,538,MW,20181.88166666667
Thailand,2023,1,539,MW,20355.23833333333
Thailand,2023,1,540,MW,20065.53
Thailand,2023,1,541,MW,18870.20333333333
Thailand,2023,1,542,MW,20913.995
Thailand,2023,1,543,MW,21733.02
Thailand,2023,1,544,MW,22261.54166666666
Thailand,2023,1,545,MW,22572.35166666666
Thailand,2023,1,546,MW,21974.41333333333
Thailand,2023,1,547,MW,24246.62833333333
Thailand,2023,1,548,MW,24246.61166666666
Thailand,2023,1,549,MW,23164.83333333333
Thailand,2023,1,550,MW,21937.65166666667
Thailand,2023,1,551,MW,21600.79166666667
Thailand,2023,1,552,MW,20693.90333333333
Thailand,2023,1,553,MW,19394.71333333333
Thailand,2023,1,554,MW,18873.14
Thailand,2023,1,555,MW,18353.025
Thailand,2023,1,556,MW,17929.47333333333
Thailand,2023,1,557,MW,17970.19333333333
Thailand,2023,1,558,MW,18920.12833333333
Thailand,2023,1,559,MW,20457.22666666667
Thailand,2023,1,560,MW,19867.75166666666
Thailand,2023,1,561,MW,20825.08666666667
Thailand,2023,1,562,MW,20735.71
Thailand,2023,1,563,MW,20663.47166666667
Thailand,2023,1,564,MW,20372.84833333333
Thailand,2023,1,565,MW,19097.47
Thailand,2023,1,566,MW,21432.77666666667
Thailand,2023,1,567,MW,22430.97
Thailand,2023,1,568,MW,22910.52333333333
Thailand,2023,1,569,MW,22881.895
Thailand,2023,1,570,MW,22245.10166666667
Thailand,2023,1,571,MW,24449.99833333333
Thailand,2023,1,572,MW,24430.63166666667
Thailand,2023,1,573,MW,23492.905
Thailand,2023,1,574,MW,22341.54666666666
Thailand,2023,1,575,MW,22018.89833333333
Thailand,2023,1,576,MW,21065.60166666667
Thailand,2023,1,577,MW,19601.65333333333
Thailand,2023,1,578,MW,18967.74
Thailand,2023,1,579,MW,18359.72166666667
Thailand,2023,1,580,MW,17806.44166666667
Thailand,2023,1,581,MW,17803.83666666667
Thailand,2023,1,582,MW,18912.90833333334
Thailand,2023,1,583,MW,20609.44166666667
Thailand,2023,1,584,MW,19984.57166666667
Thailand,2023,1,585,MW,20513.705
Thailand,2023,1,586,MW,20125.85333333333
Thailand,2023,1,587,MW,19807.57
Thailand,2023,1,588,MW,19227.34166666667
Thailand,2023,1,589,MW,17790.45166666666
Thailand,2023,1,590,MW,19774.78
Thailand,2023,1,591,MW,20585.79
Thailand,2023,1,592,MW,21159.30666666666
Thailand,2023,1,593,MW,21599.82333333334
Thailand,2023,1,594,MW,21362.01666666667
Thailand,2023,1,595,MW,23608.285
Thailand,2023,1,596,MW,23331.07833333333
Thailand,2023,1,597,MW,22180.73
Thailand,2023,1,598,MW,20876.47333333334
Thailand,2023,1,599,MW,20742.55166666667
Thailand,2023,1,600,MW,19981.31333333333
Thailand,2023,1,601,MW,18732.65166666667
Thailand,2023,1,602,MW,18393.76333333333
Thailand,2023,1,603,MW,17925.07333333333
Thailand,2023,1,604,MW,17710.57166666667
Thailand,2023,1,605,MW,17856.09833333333
Thailand,2023,1,606,MW,19049.45333333333
Thailand,2023,1,607,MW,20709.34
Thailand,2023,1,608,MW,19987.40166666667
Thailand,2023,1,609,MW,20541.38666666667
Thailand,2023,1,610,MW,20245.11333333333
Thailand,2023,1,611,MW,20177.78833333333
Thailand,2023,1,612,MW,19726.51333333333
Thailand,2023,1,613,MW,18303.64
Thailand,2023,1,614,MW,20492.20666666667
Thailand,2023,1,615,MW,21347.44833333333
Thailand,2023,1,616,MW,21891.36333333333
Thailand,2023,1,617,MW,22119.50333333334
Thailand,2023,1,618,MW,21585.73166666667
Thailand,2023,1,619,MW,23882.98333333333
Thailand,2023,1,620,MW,24034.10166666667
Thailand,2023,1,621,MW,22878.825
Thailand,2023,1,622,MW,21523.67166666666
Thailand,2023,1,623,MW,21361.66333333333
Thailand,2023,1,624,MW,20581.61
Thailand,2023,1,625,MW,19357.99
Thailand,2023,1,626,MW,18930.285
Thailand,2023,1,627,MW,18433.86333333334
Thailand,2023,1,628,MW,17962.22166666666
Thailand,2023,1,629,MW,18110.62166666666
Thailand,2023,1,630,MW,19236.90666666666
Thailand,2023,1,631,MW,20813.27333333333
